head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Elusia,Hannelore,service_retainer,directed,3,0.98562912,0.9882608,1.36637209121156,Infobox field occupation: Hannelore's Retainer Apprentice Scholar Royal Academy Student | Elusia is the retainer that delivers Hannelore's letter to Charlotte inquiring on Ehrenfest's stance on the bride-stealing ditter after Wilfried made personal comments of supporting Ortwin. | Elusia is an apprentice scholar from Dunkelfelger who serves Lady Hannelore at the Royal Academy.
Ralfrieda,Sigiswald,family,undirected,3,0.9856152333333333,0.9892526,1.3663528402038652,"Infobox field family/Mother: Ralfrieda | Infobox field family/Son: Sigiswald Anastasius | Together they had at least two children, Sigiswald and Anastasius."
Gil,Rozemyne,service_retainer,directed,3,0.9855811766666666,0.98755693,1.3663056276389065,"Gil (ギル Giru) is a gray priest who served as one of Rozemyne's attendants at the Ehrenfest temple. | Infobox field occupation: Rozemyne's attendant Myne's attendant (Former) | Gil was moved to Alexandria to support the creation of new workshops and will serve as an attendant to Rozemyne, the High Bishop of the Alexandria Temple."
Rozemyne,Traugott,family,undirected,3,0.9855511,0.9897014,1.3662639325255055,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological) | This is often exaggerated and parodied in the bonus manga. **This also extends to her highbeast Lessy, which is universally frowned upon as a ""ridiculous grun"" despite originally intended to be cute, though there are a few (mainly female) nobles who do appreciate Lessy's cuteness, like Brigitte. **Though this is purely a matter of style, since the one time when she drew a picture of the king and queen of the gods without any styling, it earned astonished praise from Wilma. *Rozemyne shares the same great-grandfather (Previous Count Leisegang) with her retainers Cornelius, Hartmut, Leonore, Traugott, and Brunhilde. *Rozemyne won the 4th position in the 2023 rankings of female protagonists by Kono Light Novel ga Sugoi! *Rozemyne's favorite thing to do is spreading literacy towards anyone who wants to learn, often becoming more like her younger self before reprimanded about her demeanor."
Muriella,Elvira,service_retainer,directed,3,0.98553794,0.98842967,1.366245688891713,"Infobox field occupation: Scholar Elvira's Retainer Royal Academy Student (Former) Rozemyne's Retainer (Former) | After giving her name to Elvira, Muriella serves her new lady as a retainer, but is lent to Rozemyne, while they are at the Royal Academy . | Ever since first laying eyes upon one of Lady Elvira's romance novels, Muriella wished she could serve her."
Melchior,Sylvester,family,undirected,3,0.9854538833333333,0.989631,1.3661291616086984,Infobox field family/Father: Sylvester | Infobox field family/Son: Wilfried Melchior | Melchior (メルヒオール Meruhiooru) is the youngest son of Sylvester and Florencia and an archduke candidate of Ehrenfest.
Bezewanst,Ferdinand,enemy_rival,undirected,3,0.9853995666666666,0.9863239,1.3660538627199836,"In contrast, Rozemyne is mostly acting out of her own selfish desires, but is heralded as a saint. *Ferdinand set a very high mana limit for his hidden room in the temple to block out Bezewanst and Sylvester. | It is also to prevent his enemies from entering using his feystone if he happens to be killed. *Ferdinand and Bezewanst's roles were reversed in one of the early story drafts. | After interrogating the shrine maiden, Ferdinand diluted the poison into a nonlethal dose and had it added to Bezewanst's own food in an overt threat, warning him of the consequences should he make a second attempt."
Bonifatius,Siegrecht,family,undirected,3,0.98537308,0.9891282,1.3660171444033389,"Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Rozemyne believes these traits were inherited from Bonifatius."
Bezewanst,Sylvester,family,undirected,3,0.985303,0.98936486,1.3659199928945116,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Uncle: Bonifatius Bezewanst (Deceased) | Bezewanst, born with pure-blood of the archduke's family as the youngest son of the fifth Aub Ehrenfest (Sylvester's grandfather), possessed relatively low mana in comparison with his kin, and was therefore raised, since his baby years, in the temple as a priest and continues his life there."
Lothar,Hartmut,service_retainer,directed,3,0.9851506833333333,0.98762065,1.365708837158407,"He previously served Hartmut and Ferdinand as a Temple attendant. | Infobox field occupation: Gray Priest Melchior's Attendant Hartmut's Attendant (Former) Ferdinand's Attendant (Former) }} | During Hartmut's training time, he assigns Lothar to assist his successor."
God of Darkness,Mestionora,family,undirected,3,0.98509082,0.988172,1.3656258489569693,"Infobox field family/Offspring: Mestionora (Granddaughter) | Infobox field family/Grandfather: God of Darkness | To hide and protect her from her jealous father, the God of Darkness blessed her with hair as black as the night sky, and the Goddess of Light blessed her with golden eyes."
Fatiehe,Detlinde,service_retainer,directed,3,0.9850843733333333,0.9878875,1.3656169119793211,"Infobox field occupation: Attendant Detlinde's Retainer | When she was old enough to participate in the general politicking and factions of the nobility, she joined Georgine's faction and eventually managed to land the position of attendant to Detlinde. | Fatiehe is an archattendant of Detlinde, the same age as her lady, and formerly a Werkestock archnoble."
Rihyarda,Rozemyne,service_retainer,directed,3,0.9850567,0.9866492,1.3655785485933678,"When her own grandson, Traugott, fails to live up to his duties as a retainer, Rihyarda is the first to ask Rozemyne to dismiss him, even though it will leave a black mark on her family’s reputation. | Currently, she serves as Rozemyne’s head attendant at the Archduke’s castle and the Royal Academy. | Infobox field occupation: Attendant Sylvester's Head Attendant Rozemyne's Head Attendant (Former) Georgine's Head Attendant (Former) Veronica's Head Attendant"
Gloria,Myne,enemy_rival,undirected,3,0.98492383,0.98731333,1.3653943516616056,"Gloria developed a strong grudge against Myne and Ferdinand, holding them personally responsible for her son's death. | After her son’s death, she came to bear a strong grudge against Myne. | After Shikikoza's execution, Gloria dedicates herself seeking revenge on Myne."
Hannelore,Rasantark,family,undirected,3,0.98470974,0.98984796,1.3650975599018336,"Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Raufereg (Cousin) Codenest | Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | During Hannelore's first year at the Royal Academy, Rasantark overhears her daydreaming about being the master of Schwartz and Weiss and reports to his master Lestilaut how much his sister wishes to own the shumil-shaped magic tools."
Bezewanst,Georgine,family,undirected,3,0.9846494,0.9894132,1.3650139109000836,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Uncle: Bezewanst Bonifatius | Only Rihyarda would at times step in to hold Veronica back, when she went too far, though Georgine enjoyed a deep connection with her uncle Bezewanst who doted on her, albeit they were only able to meet rarely on account of their respective positions."
Hannelore,Sieglinde,family,undirected,3,0.9844098833333333,0.989555,1.3646818702956893,"Infobox field family/Daughter: Hannelore | Infobox field family/Mother: Sieglinde | Of the archduke's family, only Hannelore is permitted to join the assault, so she can cleanse the shame of having thrown her previous ditter match."
Rozemyne,Wilfried,family,undirected,3,0.9841687800000001,0.9870876,1.3643476301042423,"Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette | The lesson is later reinforced when he loses the right of succession and is forced to take on some of his adoptive sister Rozemyne’s responsibilities. | He is the older brother of Charlotte and Melchior, and the adoptive older brother of Rozemyne."
Anastasius,Nahelache,family,undirected,3,0.9841668466666667,0.9895767,1.3643449499351439,"Infobox field family/Relatives: Eglantine (Cousin) Nahelache's Son (Nephew) | Infobox field family/Sister: Trauerqual's Daughter (Deceased) Nahelache (In-Law) Adolphine (In-Law, Former) | Infobox field family/Brother: Anastasius (In-Law) Hildebrand (In-Law)"
Eglantine,Trauerqual,family,undirected,3,0.9839949533333333,0.9884608,1.3641066551764298,Infobox field family/Uncle: Aub Klassenberg Zent Trauerqual Waldifried (Deceased) | Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law) | Infobox field family/Father: Former Third Prince (Deceased) Previous Aub Klassenberg (Adoptive) Trauerqual (In-Law)
Georgine,Janrik,enemy_rival,undirected,3,0.9836759666666667,0.9854762,1.3636644457591574,"The following winter, Aub Ehrenfest enacts a purge of the former Veronica faction, with anyone who is name-sworn to Georgine or who committed severe crimes against the archducal family and duchy being executed. | His nephew was killed by someone, before Bonifatius and his forces were able to subdue and capture the family and their guards, presumably killed by his own family to cover any traces to Georgine. | He was executed in the Winter purge for having gave his name to Georgine."
Grausam,Janrik,family,undirected,3,0.9836262833333334,0.9887518,1.3635955700343159,"Infobox field family/Father: Grausam (Deceased) | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias | Janrik (ヤンリック, Yanrikku) was an medattendant from Ehrenfest, one of Grausam's sons and the older brother of Matthias."
Goddess of Light,Mestionora,family,undirected,3,0.9836227033333333,0.9876623,1.363590607100503,"Infobox field family/Offspring: Mestionora (Granddaughter) | Infobox field family/Grandmother: Goddess of Light | To hide and protect her from her jealous father, the God of Darkness blessed her with hair as black as the night sky, and the Goddess of Light blessed her with golden eyes."
Ewigeliebe,God of Darkness,romantic,undirected,3,0.9835338966666667,0.9848563,1.363467494919273,"When the God of Darkness married the Goddess of Light, they had four children. | When the God of Life Ewigeliebe fell in love with Geduldh, the God of Darkness gladly consented to the marriage, hoping the two would fill the world with new life. | The God of Darkness gave the two permission to marry, hoping they would fill the world with new life."
Count Groschel,Gabriele,romantic,undirected,3,0.9832297833333333,0.9859912,1.3630459043201317,"During the times of the fourth Aub Ehrenfest, Lady Gabriele of Ahrensbach used the higher status of her home duchy to force through a marriage with one of his sons and brother of the future Fifth Aub Ehrenfest. | Gabriele deeply loved for her husband, but the newly minted Count Groschel did not reciprocate those feelings, since he was equally deeply in love with his former first, now second wife. | Shortly after Gabriele's husband was granted a province to rule over and the two left the capital."
Hirschur,Veronica,enemy_rival,undirected,3,0.9830779,0.9847221,1.3628353493115837,"Due to Lady Veronica's paranoia and spite, she did everything she could to mess with Ferdinand and anyone who would associate with him. | This not only caused Hirschur to receive regular insulting messages from Veronica herself, but Veronica also had the students of her faction and their adult attendants mess with her in any way they could get away with, which caused her to often sleep in her laboratory and eventually to move entirely to the scholar's building. | The people of the former Veronica faction also intercepted and either stole or redirected the funds meant for Hirschur."
Justus,Eckhart,service_retainer,directed,3,0.9830698766666667,0.98805237,1.3628242266098263,"Justus (ユストクス, Yusutokusu) is an archnoble attendant and scholar who serves Ferdinand as a name-sworn retainer alongside Eckhart. | Not long after Myne joined the temple, Ferdinand assigned Justus and Eckhart to investigate her activities in the Lower City. | Ultimately, Justus went against his mother’s wishes and chose to serve Ferdinand instead, alongside the guard knight Eckhart."
Magdalena,Ralfrieda,romantic,undirected,3,0.9829719333333333,0.9866356,1.362688448319117,"However for political reasons, and to reward Magdalena for the crucial role she played in bringing down the traitor, Trauerqual decides to demote Ralfrieda to third wife, and has Magdalena take the place of his first. | Upon Trauerqual abdicating the throne and Ralfrieda's demotion to third wife, Magdalena becomes his first wife in their new founded duchy of Blumenfeld. | Ralfrieda, the former first wife is demoted to third wife."
